ProjectName,Scenario,Watershed,WeppID,TopazID,Landuse,Soil,Length (m),Hillslope Area (ha),Runoff (mm),Lateral Flow (mm),Baseflow (mm),Soil Loss (kg/ha),Sediment Deposition (kg/ha),Sediment Yield (kg/ha),Width (m),Slope,LanduseDesc,SoilDesc,Particle Class 1 Fraction,Particle Class 2 Fraction,Particle Class 3 Fraction,Particle Class 4 Fraction,Particle Class 5 Fraction,Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (kg/ha)
kam_mt,Mulch_Till,Kamiache_Creek,11,63,202,68522,149.24240491749802,6.3,2.0619047619047617,0.05238095238095238,32.34603174603175,52.888888888888886,0.0,52.888888888888886,422.13203435596427,0.1750744835075122,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.404,0.171,0.2,0.2,0.48030000000000006,25.402533333333334
kam_mt,Mulch_Till,Kamiache_Creek,12,72,202,2651360,197.85262014153753,25.2,8.140079365079366,0.008730158730158732,13.179761904761905,76.65079365079364,0.0,76.65476190476191,1273.6753236814714,0.13037138275052257,Barley Fallow Int Precip MT 1,"Athena silt loam, 0 to 8 percent slopes (SIL)",0.047,0.397,0.325,0.194,0.037,0.5415000000000001,41.508553571428585
kam_mt,Mulch_Till,Kamiache_Creek,13,73,202,68590,101.75277607279072,13.0,8.885384615384615,0.016153846153846154,13.166923076923077,3.0615384615384613,0.0,3.0615384615384613,1273.6753236814714,0.11488856351099416,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.051,0.433,0.347,0.142,0.027,0.5881000000000001,1.8004907692307692
kam_mt,Mulch_Till,Kamiache_Creek,14,82,202,68590,84.30812339220674,2.0,14.525,0.025,12.81,1.6,0.0,1.6,234.8528137423857,0.1741257210549931,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.447,0.357,0.121,0.023,0.6071,0.97136
kam_mt,Mulch_Till,Kamiache_Creek,15,83,202,68590,149.45530964982103,3.5,12.965714285714286,0.011428571428571429,13.09142857142857,28.02857142857143,0.0,28.02857142857143,234.8528137423857,0.13395574977633848,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.192,0.036,0.5438000000000001,15.241937142857145
kam_mt,Mulch_Till,Kamiache_Creek,16,92,202,68590,272.8008716535577,9.5,13.662105263157896,0.007368421052631579,13.176842105263157,185.4842105263158,0.0,185.49473684210525,349.70562748477147,0.14616142196709753,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.396,0.324,0.196,0.037,0.5402,100.20425684210527
kam_mt,Mulch_Till,Kamiache_Creek,17,93,202,68590,120.95887705393596,4.2,11.707142857142857,0.011904761904761904,13.223809523809523,1.3571428571428572,0.0,1.3571428571428572,349.70562748477147,0.11363537760033518,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.448,0.357,0.119,0.023,0.6081000000000001,0.8252785714285715
kam_mt,Mulch_Till,Kamiache_Creek,18,101,202,68590,381.86795700479075,5.2,13.598076923076922,0.0057692307692307696,13.161538461538461,193.46153846153845,0.0,193.46153846153845,136.69646547312982,0.14779330065938423,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.396,0.324,0.196,0.037,0.5402,104.50792307692308
kam_mt,Mulch_Till,Kamiache_Creek,19,102,202,68590,51.4482401920382,1.0,15.730000000000002,0.06,12.9,26.8,0.0,26.8,192.42640687119285,0.22644202228813,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.191,0.036,0.5438000000000001,14.573840000000002
kam_mt,Mulch_Till,Kamiache_Creek,20,103,202,68590,32.739789213115216,0.6,11.683333333333332,0.05,13.733333333333333,1.6666666666666667,0.0,1.6666666666666667,192.42640687119285,0.16051818181818178,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,1.0151666666666668
kam_mt,Mulch_Till,Kamiache_Creek,21,113,202,68590,158.16233815926432,1.6,13.05625,0.0125,13.25,18.5625,0.0,18.5625,102.42640687119285,0.13645756815731852,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.401,0.327,0.189,0.036,0.5461,10.13698125
kam_mt,Mulch_Till,Kamiache_Creek,22,122,202,68590,80.92564301694539,1.8,13.983333333333333,0.027777777777777776,13.1,1.5555555555555554,0.0,1.5555555555555554,222.42640687119285,0.1882196899896978,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.355,0.126,0.024,0.6015,0.9356666666666666
kam_mt,Mulch_Till,Kamiache_Creek,23,123,202,68590,97.11077162033446,2.2,10.513636363636364,0.013636363636363636,12.9,1.0909090909090908,0.0,1.0909090909090908,222.42640687119285,0.09920647331042785,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.447,0.356,0.121,0.023,0.6068,0.6619636363636363
kam_mt,Mulch_Till,Kamiache_Creek,24,141,202,68590,229.41868631945334,5.2,12.232692307692307,0.007692307692307693,13.067307692307692,49.86538461538461,0.0,49.86538461538461,227.53159665169676,0.14574389310209793,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.398,0.325,0.194,0.037,0.5425,27.05197115384615
kam_mt,Mulch_Till,Kamiache_Creek,25,142,202,68590,62.13203435596426,0.9,13.166666666666666,0.022222222222222223,13.022222222222222,1.4444444444444444,0.0,1.4444444444444444,144.8528137423857,0.1097570560110959,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.451,0.358,0.115,0.022,0.6114,0.8831333333333334
kam_mt,Mulch_Till,Kamiache_Creek,26,143,202,68590,62.13203435596426,0.9,9.78888888888889,0.022222222222222223,13.177777777777777,1.2222222222222223,0.0,1.2222222222222223,144.8528137423857,0.12052990122498275,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.446,0.356,0.122,0.023,0.6058,0.7404222222222223
kam_mt,Mulch_Till,Kamiache_Creek,27,152,202,68590,68.0976733741277,2.8,14.914285714285715,0.03928571428571429,12.971428571428572,8.321428571428573,0.0,8.321428571428573,409.7056274847714,0.20386751664839203,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.048,0.405,0.33,0.182,0.034,0.552,4.593428571428572
kam_mt,Mulch_Till,Kamiache_Creek,28,153,202,68590,94.45806306733841,3.9,14.42051282051282,0.020512820512820513,12.974358974358974,1.6410256410256412,0.0,1.6410256410256412,409.7056274847714,0.15102200322471782,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.45,0.358,0.116,0.022,0.6104,1.0016820512820515
kam_mt,Mulch_Till,Kamiache_Creek,29,162,202,68590,162.5557364414661,3.3,14.342424242424242,0.012121212121212121,13.2,28.545454545454547,0.0,28.545454545454547,204.8528137423857,0.1337348231525086,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.4,0.326,0.191,0.036,0.5448000000000001,15.551563636363639
kam_mt,Mulch_Till,Kamiache_Creek,30,163,202,68590,39.54058453981608,0.8,14.5625,0.0625,13.2375,1.625,0.0,1.625,204.8528137423857,0.23924,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.97695
kam_mt,Mulch_Till,Kamiache_Creek,31,171,202,68590,292.1684946962863,5.1,12.107843137254902,0.0058823529411764705,12.976470588235294,28.862745098039216,0.0,28.862745098039216,175.58361333013386,0.12766116016066195,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.398,0.326,0.193,0.036,0.5428000000000001,15.666698039215689
kam_mt,Mulch_Till,Kamiache_Creek,32,172,202,68590,47.57359312880715,0.6,15.383333333333333,0.03333333333333333,13.633333333333333,2.5,0.0,2.5,132.42640687119285,0.15201183444235544,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.055,0.467,0.367,0.093,0.018,0.6321000000000001,1.5802500000000004
kam_mt,Mulch_Till,Kamiache_Creek,33,173,202,68590,27.18491035931837,0.4,13.275,0.075,11.75,1.4999999999999998,0.0,1.4999999999999998,132.42640687119285,0.18096777777777776,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.9017999999999998
kam_mt,Mulch_Till,Kamiache_Creek,34,192,202,68590,134.73088065418816,4.1,17.11219512195122,0.014634146341463415,13.195121951219512,27.780487804878053,0.0,27.780487804878053,307.2792206135785,0.15160019970032898,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.4,0.326,0.191,0.036,0.5448000000000001,15.134809756097566
kam_mt,Mulch_Till,Kamiache_Creek,35,193,52,68590,55.64971157455598,1.7,27.805882352941175,0.047058823529411764,29.88235294117647,3.411764705882353,0.0,3.411764705882353,307.2792206135785,0.208039,Shrub/Scrub,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.192,0.036,0.5438000000000001,1.8553176470588237
kam_mt,Mulch_Till,Kamiache_Creek,36,201,202,68590,213.39397079690428,6.0,13.953333333333333,0.006666666666666667,12.805,7.1000000000000005,0.0,7.1000000000000005,282.57593115125997,0.1171388871302394,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.049,0.418,0.337,0.164,0.031,0.5681,4.033510000000001
kam_mt,Mulch_Till,Kamiache_Creek,37,202,202,68590,66.90890598840059,2.8,16.8,0.02857142857142857,12.867857142857142,2.857142857142857,0.0,2.857142857142857,416.98484809835,0.15302149834206077,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.471,0.369,0.088,0.017,0.6376999999999999,1.8219999999999998
kam_mt,Mulch_Till,Kamiache_Creek,38,203,202,68590,103.60088669171704,4.3,12.816279069767441,0.018604651162790697,12.85813953488372,1.5348837209302326,0.0,1.5348837209302326,416.98484809835,0.1657929132313664,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.45,0.357,0.117,0.022,0.6101000000000001,0.9364325581395351
kam_mt,Mulch_Till,Kamiache_Creek,39,211,202,68590,187.45251503312764,5.2,10.536538461538461,0.0057692307692307696,13.525,3.2115384615384612,0.0,3.2115384615384612,278.47052353912096,0.08711600986279767,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.058,0.493,0.38,0.057,0.011,0.665,2.135673076923077
kam_mt,Mulch_Till,Kamiache_Creek,40,212,202,68590,86.38607308104788,2.6,15.288461538461538,0.023076923076923078,12.834615384615384,1.4615384615384615,0.0,1.4615384615384615,302.13203435596427,0.17089828599275966,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.444,0.355,0.126,0.024,0.6025,0.880576923076923
kam_mt,Mulch_Till,Kamiache_Creek,41,213,202,68590,172.77214616209577,5.2,13.436538461538461,0.013461538461538462,13.159615384615385,2.480769230769231,0.0,2.480769230769231,302.13203435596427,0.12887158383164815,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.055,0.469,0.368,0.09,0.017,0.6344,1.5737999999999999
kam_mt,Mulch_Till,Kamiache_Creek,42,221,202,68590,250.93386445895186,5.1,11.194117647058823,0.0058823529411764705,13.262745098039217,1.9607843137254903,0.0,1.9607843137254903,204.4363366842092,0.08337242074097373,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.471,0.369,0.088,0.017,0.6376999999999999,1.250392156862745
kam_mt,Mulch_Till,Kamiache_Creek,43,222,202,68590,45.0,0.3,10.766666666666666,0.03333333333333333,11.733333333333334,1.3333333333333335,0.0,1.3333333333333335,60.0,0.16971,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,0.8121333333333334
kam_mt,Mulch_Till,Kamiache_Creek,44,231,202,68590,238.20870703588363,6.4,11.0171875,0.00625,13.146875,6.953125,0.0,6.953125,268.25215918901796,0.07806775314284835,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.049,0.418,0.337,0.164,0.031,0.5681,3.9500703125000003
kam_mt,Mulch_Till,Kamiache_Creek,45,232,202,68590,96.65476220843932,1.0,10.13,0.01,12.96,1.2,0.0,1.2,102.42640687119285,0.12094160730828928,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.446,0.356,0.122,0.023,0.6058,0.7269599999999999
kam_mt,Mulch_Till,Kamiache_Creek,46,233,202,68590,43.93398282201787,0.5,15.94,0.04,11.66,1.8,0.0,1.8,102.42640687119285,0.19563,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.453,0.361,0.111,0.021,0.6153,1.10754
kam_mt,Mulch_Till,Kamiache_Creek,47,241,202,68590,265.6216811905151,5.5,7.952727272727273,0.0036363636363636364,13.181818181818182,0.8363636363636363,0.0,0.8363636363636363,206.68493533336007,0.07171109950801947,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.444,0.354,0.125,0.024,0.6032,0.5044945454545454
kam_mt,Mulch_Till,Kamiache_Creek,48,242,202,68590,51.933210026106174,1.4,11.5,0.03571428571428571,13.457142857142857,1.5714285714285716,0.0,1.5714285714285716,277.2792206135785,0.16157877407410276,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,0.9571571428571429
kam_mt,Mulch_Till,Kamiache_Creek,49,243,202,68590,58.424861279369445,1.6,17.225,0.0375,13.15625,1.9375,0.0,1.9375,277.2792206135785,0.16285718426095866,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.453,0.361,0.112,0.021,0.6153,1.1921437499999998
kam_mt,Mulch_Till,Kamiache_Creek,50,251,202,68590,181.99453431182496,5.1,8.837254901960785,0.0058823529411764705,13.250980392156864,0.9019607843137255,0.0,0.9019607843137255,281.87659697573025,0.07599713178922834,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.445,0.355,0.124,0.023,0.6045,0.5452352941176472
kam_mt,Mulch_Till,Kamiache_Creek,51,252,202,68590,32.21825406947977,1.0,10.15,0.05,12.99,1.4,0.0,1.4,307.27922061357856,0.1311920558632801,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.119,0.022,0.6091,0.8527399999999999
kam_mt,Mulch_Till,Kamiache_Creek,52,253,202,68590,55.64971157455597,1.7,14.4,0.029411764705882353,13.094117647058823,1.8823529411764708,0.0,1.8823529411764708,307.27922061357856,0.13989144257763603,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.456,0.362,0.108,0.02,0.6186,1.1644235294117649
kam_mt,Mulch_Till,Kamiache_Creek,53,261,202,68590,205.75466301483442,5.1,8.419607843137255,0.0058823529411764705,13.264705882352942,1.058823529411765,0.0,1.058823529411765,249.32606264335985,0.0979123768457658,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.636564705882353
kam_mt,Mulch_Till,Kamiache_Creek,54,262,202,68590,32.95048711651339,1.4,12.642857142857142,0.06428571428571428,12.621428571428572,1.4285714285714286,0.0,1.4285714285714286,409.7056274847715,0.17940601128642703,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.355,0.126,0.024,0.6015,0.8592857142857143
kam_mt,Mulch_Till,Kamiache_Creek,55,263,202,68590,127.40855018385179,5.2,14.865384615384615,0.015384615384615385,13.042307692307693,3.173076923076923,0.0,3.173076923076923,409.7056274847715,0.14508977392563813,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.051,0.431,0.346,0.145,0.027,0.5858,1.8587884615384613
kam_mt,Mulch_Till,Kamiache_Creek,56,271,202,68590,200.76610364851072,5.0,9.228,0.008,13.244,2.1399999999999997,0.0,2.1399999999999997,251.03839285658154,0.11278264735022955,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.05,0.424,0.342,0.155,0.029,0.5766,1.2339239999999998
kam_mt,Mulch_Till,Kamiache_Creek,57,272,202,68590,70.2045191201251,2.1,12.166666666666666,0.03333333333333333,12.833333333333334,6.952380952380952,0.0,6.952380952380952,294.8528137423857,0.17307395393414632,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.048,0.407,0.331,0.18,0.034,0.5543,3.8537047619047615
kam_mt,Mulch_Till,Kamiache_Creek,58,273,202,68590,106.83296387845122,3.1,14.619354838709677,0.01935483870967742,13.2,1.903225806451613,0.0,1.903225806451613,294.8528137423857,0.14399771942945325,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.454,0.361,0.11,0.021,0.6163000000000001,1.1729580645161293
kam_mt,Mulch_Till,Kamiache_Creek,59,292,202,68522,114.96562280755464,2.7,0.6222222222222222,0.037037037037037035,33.162962962962965,0.5925925925925926,0.0,0.5925925925925926,234.8528137423857,0.09293256587709252,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.189,0.169,0.169,0.5297000000000001,0.31389629629629634
kam_mt,Mulch_Till,Kamiache_Creek,60,293,202,68522,203.10593362667987,4.8,2.03125,0.029166666666666667,32.31041666666667,28.4375,0.0,28.4375,234.8528137423857,0.1414179031131633,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.405,0.172,0.199,0.2,0.48160000000000003,13.695500000000001
kam_mt,Mulch_Till,Kamiache_Creek,61,302,202,68522,88.65553500435102,1.4,0.8571428571428571,0.05714285714285714,33.76428571428571,0.7142857142857143,0.0,0.7142857142857143,162.42640687119285,0.10906324889266532,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.449,0.19,0.166,0.167,0.534,0.38142857142857145
kam_mt,Mulch_Till,Kamiache_Creek,62,303,202,68521,88.65553500435102,1.4,1.3642857142857145,0.05,36.214285714285715,0.7857142857142858,0.0,0.7857142857142858,162.42640687119285,0.09844480982967593,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.029,0.471,0.196,0.152,0.152,0.5588,0.43905714285714287
kam_mt,Mulch_Till,Kamiache_Creek,63,311,202,68522,241.80532013831822,5.2,0.4269230769230769,0.015384615384615385,32.68076923076923,0.5769230769230769,0.0,0.5769230769230769,215.8761435444861,0.07959541484144295,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.189,0.169,0.169,0.5297000000000001,0.30559615384615385
kam_mt,Mulch_Till,Kamiache_Creek,64,312,202,68522,61.31499883069581,1.4,1.6642857142857144,0.11428571428571428,33.035714285714285,0.7857142857142858,0.0,0.7857142857142858,234.8528137423857,0.16196573737373737,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.029,0.472,0.197,0.151,0.151,0.5601,0.44007857142857154
kam_mt,Mulch_Till,Kamiache_Creek,65,313,202,68522,22.99312456151093,0.5,1.58,0.28,34.34,0.8,0.0,0.8,234.8528137423857,0.16499,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.03,0.481,0.199,0.145,0.145,0.5707,0.45656
kam_mt,Mulch_Till,Kamiache_Creek,66,322,202,68522,149.66760783138386,2.9,1.5206896551724138,0.04482758620689655,31.786206896551725,14.275862068965518,0.0,14.275862068965518,192.42640687119285,0.15476099692264852,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.409,0.173,0.196,0.197,0.4859,6.936641379310345
kam_mt,Mulch_Till,Kamiache_Creek,67,323,202,68521,182.40739704449908,3.5,1.3857142857142857,0.025714285714285714,35.16,2.2285714285714286,0.0,2.2285714285714286,192.42640687119285,0.1060240445657557,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.026,0.427,0.18,0.183,0.184,0.507,1.1298857142857144
kam_mt,Mulch_Till,Kamiache_Creek,68,332,202,68522,103.46906052679918,2.4,1.6333333333333335,0.058333333333333334,32.708333333333336,13.75,0.0,13.75,234.8528137423857,0.13584240263894304,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.408,0.173,0.197,0.197,0.4849,6.667375
kam_mt,Mulch_Till,Kamiache_Creek,69,333,202,68521,417.70842953411517,9.8,1.226530612244898,0.01020408163265306,35.21122448979592,0.6530612244897959,0.0,0.6530612244897959,234.8528137423857,0.09326050975121568,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.029,0.473,0.197,0.15,0.151,0.5610999999999999,0.3664326530612244
kam_mt,Mulch_Till,Kamiache_Creek,70,341,202,68522,194.94329298479587,5.3,1.5037735849056604,0.024528301886792454,32.449056603773585,0.8867924528301887,0.0,0.8867924528301887,272.3869038374221,0.10189658030174463,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.188,0.169,0.17,0.5294,0.4694679245283019
kam_mt,Mulch_Till,Kamiache_Creek,71,342,202,68522,43.333333333333336,1.2,1.9833333333333334,0.16666666666666666,30.95,1.0,0.0,1.0,270.0,0.15350258207070705,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.03,0.485,0.2,0.142,0.143,0.575,0.575
kam_mt,Mulch_Till,Kamiache_Creek,72,343,202,68522,23.333333333333332,0.6,2.033333333333333,0.25,33.43333333333333,0.6666666666666667,0.0,0.6666666666666667,270.0,0.11497129002644055,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.029,0.472,0.197,0.151,0.151,0.5601,0.37340000000000007
kam_mt,Mulch_Till,Kamiache_Creek,73,352,202,68522,452.5072616821067,12.8,1.30078125,0.01015625,33.1203125,16.7265625,0.0,16.7265625,282.42640687119285,0.10086275851249096,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.404,0.172,0.199,0.2,0.4806,8.0387859375
kam_mt,Mulch_Till,Kamiache_Creek,74,353,202,68521,194.3869222718909,5.5,1.3454545454545455,0.020000000000000004,35.21090909090909,0.6,0.0,0.6,282.42640687119285,0.08446202031290317,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.027,0.445,0.189,0.169,0.17,0.5287000000000001,0.31722
kam_mt,Mulch_Till,Kamiache_Creek,75,362,202,68522,30.0,0.1,1.2,0.1,29.9,0.0,0.0,0.0,30.0,0.04007,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.463,0.194,0.157,0.157,0.5492,0.0
