ProjectName,Scenario,Watershed,WeppID,TopazID,Landuse,Soil,Length (m),Hillslope Area (ha),Runoff (mm),Lateral Flow (mm),Baseflow (mm),Soil Loss (kg/ha),Sediment Deposition (kg/ha),Sediment Yield (kg/ha),Width (m),Slope,LanduseDesc,SoilDesc,Particle Class 1 Fraction,Particle Class 2 Fraction,Particle Class 3 Fraction,Particle Class 4 Fraction,Particle Class 5 Fraction,Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (kg/ha),Solub..React..P..kg.ha.3.,Particulate.P..kg.ha.3.,Total.P..kg.ha.3.
kam_mt,Mulch_Till,Kamiache_Creek,14,82,202,68590,84.30812339,2,14.525,0.025,12.81,1.6,0,1.6,234.8528137,0.174125721,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.447,0.357,0.121,0.023,0.6071,0.97136,,,
kam_mt,Mulch_Till,Kamiache_Creek,15,83,202,68590,149.4553096,3.5,12.96571429,0.011428571,13.09142857,28.02857143,0,28.02857143,234.8528137,0.13395575,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.192,0.036,0.5438,15.24193714,,,
kam_mt,Mulch_Till,Kamiache_Creek,16,92,202,68590,272.8008717,9.5,13.66210526,0.007368421,13.17684211,185.4842105,0,185.4947368,349.7056275,0.146161422,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.396,0.324,0.196,0.037,0.5402,100.2042568,,,
kam_mt,Mulch_Till,Kamiache_Creek,17,93,202,68590,120.9588771,4.2,11.70714286,0.011904762,13.22380952,1.357142857,0,1.357142857,349.7056275,0.113635378,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.448,0.357,0.119,0.023,0.6081,0.825278571,,,
kam_mt,Mulch_Till,Kamiache_Creek,18,101,202,68590,381.867957,5.2,13.59807692,0.005769231,13.16153846,193.4615385,0,193.4615385,136.6964655,0.147793301,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.396,0.324,0.196,0.037,0.5402,104.5079231,,,
kam_mt,Mulch_Till,Kamiache_Creek,19,102,202,68590,51.44824019,1,15.73,0.06,12.9,26.8,0,26.8,192.4264069,0.226442022,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.191,0.036,0.5438,14.57384,,,
kam_mt,Mulch_Till,Kamiache_Creek,20,103,202,68590,32.73978921,0.6,11.68333333,0.05,13.73333333,1.666666667,0,1.666666667,192.4264069,0.160518182,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,1.015166667,,,
kam_mt,Mulch_Till,Kamiache_Creek,21,113,202,68590,158.1623382,1.6,13.05625,0.0125,13.25,18.5625,0,18.5625,102.4264069,0.136457568,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.401,0.327,0.189,0.036,0.5461,10.13698125,,,
kam_mt,Mulch_Till,Kamiache_Creek,22,122,202,68590,80.92564302,1.8,13.98333333,0.027777778,13.1,1.555555556,0,1.555555556,222.4264069,0.18821969,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.355,0.126,0.024,0.6015,0.935666667,,,
kam_mt,Mulch_Till,Kamiache_Creek,23,123,202,68590,97.11077162,2.2,10.51363636,0.013636364,12.9,1.090909091,0,1.090909091,222.4264069,0.099206473,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.447,0.356,0.121,0.023,0.6068,0.661963636,,,
kam_mt,Mulch_Till,Kamiache_Creek,24,141,202,68590,229.4186863,5.2,12.23269231,0.007692308,13.06730769,49.86538462,0,49.86538462,227.5315967,0.145743893,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.398,0.325,0.194,0.037,0.5425,27.05197115,,,
kam_mt,Mulch_Till,Kamiache_Creek,25,142,202,68590,62.13203436,0.9,13.16666667,0.022222222,13.02222222,1.444444444,0,1.444444444,144.8528137,0.109757056,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.451,0.358,0.115,0.022,0.6114,0.883133333,,,
kam_mt,Mulch_Till,Kamiache_Creek,26,143,202,68590,62.13203436,0.9,9.788888889,0.022222222,13.17777778,1.222222222,0,1.222222222,144.8528137,0.120529901,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.446,0.356,0.122,0.023,0.6058,0.740422222,,,
kam_mt,Mulch_Till,Kamiache_Creek,27,152,202,68590,68.09767337,2.8,14.91428571,0.039285714,12.97142857,8.321428571,0,8.321428571,409.7056275,0.203867517,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.048,0.405,0.33,0.182,0.034,0.552,4.593428571,,,
kam_mt,Mulch_Till,Kamiache_Creek,28,153,202,68590,94.45806307,3.9,14.42051282,0.020512821,12.97435897,1.641025641,0,1.641025641,409.7056275,0.151022003,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.45,0.358,0.116,0.022,0.6104,1.001682051,,,
kam_mt,Mulch_Till,Kamiache_Creek,29,162,202,68590,162.5557364,3.3,14.34242424,0.012121212,13.2,28.54545455,0,28.54545455,204.8528137,0.133734823,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.4,0.326,0.191,0.036,0.5448,15.55156364,,,
kam_mt,Mulch_Till,Kamiache_Creek,30,163,202,68590,39.54058454,0.8,14.5625,0.0625,13.2375,1.625,0,1.625,204.8528137,0.23924,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.97695,,,
kam_mt,Mulch_Till,Kamiache_Creek,31,171,202,68590,292.1684947,5.1,12.10784314,0.005882353,12.97647059,28.8627451,0,28.8627451,175.5836133,0.12766116,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.398,0.326,0.193,0.036,0.5428,15.66669804,,,
kam_mt,Mulch_Till,Kamiache_Creek,32,172,202,68590,47.57359313,0.6,15.38333333,0.033333333,13.63333333,2.5,0,2.5,132.4264069,0.152011834,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.055,0.467,0.367,0.093,0.018,0.6321,1.58025,,,
kam_mt,Mulch_Till,Kamiache_Creek,33,173,202,68590,27.18491036,0.4,13.275,0.075,11.75,1.5,0,1.5,132.4264069,0.180967778,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.9018,,,
kam_mt,Mulch_Till,Kamiache_Creek,34,192,202,68590,134.7308807,4.1,17.11219512,0.014634146,13.19512195,27.7804878,0,27.7804878,307.2792206,0.1516002,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.4,0.326,0.191,0.036,0.5448,15.13480976,,,
kam_mt,Mulch_Till,Kamiache_Creek,35,193,52,68590,55.64971157,1.7,27.80588235,0.047058824,29.88235294,3.411764706,0,3.411764706,307.2792206,0.208039,Shrub/Scrub,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.192,0.036,0.5438,1.855317647,,,
kam_mt,Mulch_Till,Kamiache_Creek,36,201,202,68590,213.3939708,6,13.95333333,0.006666667,12.805,7.1,0,7.1,282.5759312,0.117138887,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.049,0.418,0.337,0.164,0.031,0.5681,4.03351,,,
kam_mt,Mulch_Till,Kamiache_Creek,37,202,202,68590,66.90890599,2.8,16.8,0.028571429,12.86785714,2.857142857,0,2.857142857,416.9848481,0.153021498,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.471,0.369,0.088,0.017,0.6377,1.822,,,
kam_mt,Mulch_Till,Kamiache_Creek,38,203,202,68590,103.6008867,4.3,12.81627907,0.018604651,12.85813953,1.534883721,0,1.534883721,416.9848481,0.165792913,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.45,0.357,0.117,0.022,0.6101,0.936432558,,,
kam_mt,Mulch_Till,Kamiache_Creek,39,211,202,68590,187.452515,5.2,10.53653846,0.005769231,13.525,3.211538462,0,3.211538462,278.4705235,0.08711601,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.058,0.493,0.38,0.057,0.011,0.665,2.135673077,,,
kam_mt,Mulch_Till,Kamiache_Creek,40,212,202,68590,86.38607308,2.6,15.28846154,0.023076923,12.83461538,1.461538462,0,1.461538462,302.1320344,0.170898286,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.444,0.355,0.126,0.024,0.6025,0.880576923,,,
kam_mt,Mulch_Till,Kamiache_Creek,41,213,202,68590,172.7721462,5.2,13.43653846,0.013461538,13.15961538,2.480769231,0,2.480769231,302.1320344,0.128871584,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.055,0.469,0.368,0.09,0.017,0.6344,1.5738,,,
kam_mt,Mulch_Till,Kamiache_Creek,42,221,202,68590,250.9338645,5.1,11.19411765,0.005882353,13.2627451,1.960784314,0,1.960784314,204.4363367,0.083372421,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.471,0.369,0.088,0.017,0.6377,1.250392157,,,
kam_mt,Mulch_Till,Kamiache_Creek,43,222,202,68590,45,0.3,10.76666667,0.033333333,11.73333333,1.333333333,0,1.333333333,60,0.16971,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,0.812133333,,,
kam_mt,Mulch_Till,Kamiache_Creek,44,231,202,68590,238.208707,6.4,11.0171875,0.00625,13.146875,6.953125,0,6.953125,268.2521592,0.078067753,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.049,0.418,0.337,0.164,0.031,0.5681,3.950070313,,,
kam_mt,Mulch_Till,Kamiache_Creek,45,232,202,68590,96.65476221,1,10.13,0.01,12.96,1.2,0,1.2,102.4264069,0.120941607,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.446,0.356,0.122,0.023,0.6058,0.72696,,,
kam_mt,Mulch_Till,Kamiache_Creek,46,233,202,68590,43.93398282,0.5,15.94,0.04,11.66,1.8,0,1.8,102.4264069,0.19563,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.453,0.361,0.111,0.021,0.6153,1.10754,,,
kam_mt,Mulch_Till,Kamiache_Creek,47,241,202,68590,265.6216812,5.5,7.952727273,0.003636364,13.18181818,0.836363636,0,0.836363636,206.6849353,0.0717111,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.444,0.354,0.125,0.024,0.6032,0.504494545,,,
kam_mt,Mulch_Till,Kamiache_Creek,48,242,202,68590,51.93321003,1.4,11.5,0.035714286,13.45714286,1.571428571,0,1.571428571,277.2792206,0.161578774,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.118,0.022,0.6091,0.957157143,,,
kam_mt,Mulch_Till,Kamiache_Creek,49,243,202,68590,58.42486128,1.6,17.225,0.0375,13.15625,1.9375,0,1.9375,277.2792206,0.162857184,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.453,0.361,0.112,0.021,0.6153,1.19214375,,,
kam_mt,Mulch_Till,Kamiache_Creek,50,251,202,68590,181.9945343,5.1,8.837254902,0.005882353,13.25098039,0.901960784,0,0.901960784,281.876597,0.075997132,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.445,0.355,0.124,0.023,0.6045,0.545235294,,,
kam_mt,Mulch_Till,Kamiache_Creek,51,252,202,68590,32.21825407,1,10.15,0.05,12.99,1.4,0,1.4,307.2792206,0.131192056,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.449,0.357,0.119,0.022,0.6091,0.85274,,,
kam_mt,Mulch_Till,Kamiache_Creek,52,253,202,68590,55.64971157,1.7,14.4,0.029411765,13.09411765,1.882352941,0,1.882352941,307.2792206,0.139891443,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.456,0.362,0.108,0.02,0.6186,1.164423529,,,
kam_mt,Mulch_Till,Kamiache_Creek,53,261,202,68590,205.754663,5.1,8.419607843,0.005882353,13.26470588,1.058823529,0,1.058823529,249.3260626,0.097912377,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.354,0.126,0.024,0.6012,0.636564706,,,
kam_mt,Mulch_Till,Kamiache_Creek,54,262,202,68590,32.95048712,1.4,12.64285714,0.064285714,12.62142857,1.428571429,0,1.428571429,409.7056275,0.179406011,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.052,0.443,0.355,0.126,0.024,0.6015,0.859285714,,,
kam_mt,Mulch_Till,Kamiache_Creek,55,263,202,68590,127.4085502,5.2,14.86538462,0.015384615,13.04230769,3.173076923,0,3.173076923,409.7056275,0.145089774,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.051,0.431,0.346,0.145,0.027,0.5858,1.858788462,,,
kam_mt,Mulch_Till,Kamiache_Creek,56,271,202,68590,200.7661036,5,9.228,0.008,13.244,2.14,0,2.14,251.0383929,0.112782647,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.05,0.424,0.342,0.155,0.029,0.5766,1.233924,,,
kam_mt,Mulch_Till,Kamiache_Creek,57,272,202,68590,70.20451912,2.1,12.16666667,0.033333333,12.83333333,6.952380952,0,6.952380952,294.8528137,0.173073954,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.048,0.407,0.331,0.18,0.034,0.5543,3.853704762,,,
kam_mt,Mulch_Till,Kamiache_Creek,58,273,202,68590,106.8329639,3.1,14.61935484,0.019354839,13.2,1.903225806,0,1.903225806,294.8528137,0.143997719,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.454,0.361,0.11,0.021,0.6163,1.172958065,,,
kam_mt,Mulch_Till,Kamiache_Creek,59,292,202,68522,114.9656228,2.7,0.622222222,0.037037037,33.16296296,0.592592593,0,0.592592593,234.8528137,0.092932566,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.189,0.169,0.169,0.5297,0.313896296,,,
kam_mt,Mulch_Till,Kamiache_Creek,60,293,202,68522,203.1059336,4.8,2.03125,0.029166667,32.31041667,28.4375,0,28.4375,234.8528137,0.141417903,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.405,0.172,0.199,0.2,0.4816,13.6955,,,
kam_mt,Mulch_Till,Kamiache_Creek,61,302,202,68522,88.655535,1.4,0.857142857,0.057142857,33.76428571,0.714285714,0,0.714285714,162.4264069,0.109063249,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.449,0.19,0.166,0.167,0.534,0.381428571,,,
kam_mt,Mulch_Till,Kamiache_Creek,62,303,202,68521,88.655535,1.4,1.364285714,0.05,36.21428571,0.785714286,0,0.785714286,162.4264069,0.09844481,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.029,0.471,0.196,0.152,0.152,0.5588,0.439057143,,,
kam_mt,Mulch_Till,Kamiache_Creek,63,311,202,68522,241.8053201,5.2,0.426923077,0.015384615,32.68076923,0.576923077,0,0.576923077,215.8761435,0.079595415,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.189,0.169,0.169,0.5297,0.305596154,,,
kam_mt,Mulch_Till,Kamiache_Creek,64,312,202,68522,61.31499883,1.4,1.664285714,0.114285714,33.03571429,0.785714286,0,0.785714286,234.8528137,0.161965737,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.029,0.472,0.197,0.151,0.151,0.5601,0.440078571,,,
kam_mt,Mulch_Till,Kamiache_Creek,65,313,202,68522,22.99312456,0.5,1.58,0.28,34.34,0.8,0,0.8,234.8528137,0.16499,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.03,0.481,0.199,0.145,0.145,0.5707,0.45656,,,
kam_mt,Mulch_Till,Kamiache_Creek,66,322,202,68522,149.6676078,2.9,1.520689655,0.044827586,31.7862069,14.27586207,0,14.27586207,192.4264069,0.154760997,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.409,0.173,0.196,0.197,0.4859,6.936641379,,,
kam_mt,Mulch_Till,Kamiache_Creek,67,323,202,68521,182.407397,3.5,1.385714286,0.025714286,35.16,2.228571429,0,2.228571429,192.4264069,0.106024045,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.026,0.427,0.18,0.183,0.184,0.507,1.129885714,,,
kam_mt,Mulch_Till,Kamiache_Creek,68,332,202,68522,103.4690605,2.4,1.633333333,0.058333333,32.70833333,13.75,0,13.75,234.8528137,0.135842403,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.408,0.173,0.197,0.197,0.4849,6.667375,,,
kam_mt,Mulch_Till,Kamiache_Creek,69,333,202,68521,417.7084295,9.8,1.226530612,0.010204082,35.21122449,0.653061224,0,0.653061224,234.8528137,0.09326051,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.029,0.473,0.197,0.15,0.151,0.5611,0.366432653,,,
kam_mt,Mulch_Till,Kamiache_Creek,70,341,202,68522,194.943293,5.3,1.503773585,0.024528302,32.4490566,0.886792453,0,0.886792453,272.3869038,0.10189658,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.446,0.188,0.169,0.17,0.5294,0.469467925,,,
kam_mt,Mulch_Till,Kamiache_Creek,71,342,202,68522,43.33333333,1.2,1.983333333,0.166666667,30.95,1,0,1,270,0.153502582,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.03,0.485,0.2,0.142,0.143,0.575,0.575,,,
kam_mt,Mulch_Till,Kamiache_Creek,72,343,202,68522,23.33333333,0.6,2.033333333,0.25,33.43333333,0.666666667,0,0.666666667,270,0.11497129,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.029,0.472,0.197,0.151,0.151,0.5601,0.3734,,,
kam_mt,Mulch_Till,Kamiache_Creek,73,352,202,68522,452.5072617,12.8,1.30078125,0.01015625,33.1203125,16.7265625,0,16.7265625,282.4264069,0.100862759,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.404,0.172,0.199,0.2,0.4806,8.038785938,,,
kam_mt,Mulch_Till,Kamiache_Creek,74,353,202,68521,194.3869223,5.5,1.345454545,0.02,35.21090909,0.6,0,0.6,282.4264069,0.08446202,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.027,0.445,0.189,0.169,0.17,0.5287,0.31722,,,
kam_mt,Mulch_Till,Kamiache_Creek,75,362,202,68522,30,0.1,1.2,0.1,29.9,0,0,0,30,0.04007,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.463,0.194,0.157,0.157,0.5492,0,,,
kam_mt,Mulch_Till,Kamiache_Creek,76,371,202,68522,216.1834002,5,1.352,0.016,33.232,0.94,0,0.94,233.135384,0.079379147,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.027,0.435,0.184,0.177,0.178,0.5172,0.486168,,,
kam_mt,Mulch_Till,Kamiache_Creek,77,372,202,2651360,78.15661728,4.1,8.692682927,0.017073171,13.32195122,1.146341463,0,1.146341463,529.7056275,0.094601661,Barley Fallow Int Precip MT 1,"Athena silt loam, 0 to 8 percent slopes (SIL)",0.053,0.445,0.356,0.123,0.023,0.6048,0.693307317,,,
kam_mt,Mulch_Till,Kamiache_Creek,78,373,202,68522,22.08773967,1.2,1.575,0.233333333,31.73333333,0.833333333,0,0.833333333,529.7056275,0.117189891,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.456,0.192,0.162,0.162,0.5416,0.451333333,,,
kam_mt,Mulch_Till,Kamiache_Creek,79,382,202,68522,38.78679656,0.6,1.333333333,0.033333333,34.98333333,0.333333333,0,0.333333333,162.4264069,0.03780732,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.451,0.19,0.166,0.166,0.536,0.178666667,,,
kam_mt,Mulch_Till,Kamiache_Creek,80,383,202,68521,60.95068032,1,1.81,0.04,34.6,0.5,0,0.5,162.4264069,0.050053713,Barley Fallow Int Precip MT 1,"Chard silt loam, 7 to 15 percent slopes (SIL)",0.029,0.479,0.199,0.146,0.147,0.5677,0.28385,,,
kam_mt,Mulch_Till,Kamiache_Creek,81,392,202,68522,273.3809512,5.9,1.172881356,0.010169492,33.50338983,0.372881356,0,0.372881356,217.2792206,0.05768791,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.028,0.45,0.19,0.166,0.167,0.535,0.199491525,,,
kam_mt,Mulch_Till,Kamiache_Creek,82,393,202,68590,236.1017306,5.1,11.00784314,0.005882353,13.17647059,1.68627451,0,1.68627451,217.2792206,0.098953806,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.051,0.429,0.345,0.147,0.028,0.5835,0.983941176,,,
kam_mt,Mulch_Till,Kamiache_Creek,83,402,202,68522,401.720393,13.1,1.309160305,0.009923664,33.11221374,3.908396947,0,3.908396947,324.8528137,0.085920929,Barley Fallow Int Precip MT 1,"Chard silt loam, 15 to 25 percent slopes (SIL)",0.025,0.408,0.173,0.196,0.197,0.4849,1.895181679,,,
