"RCH","FLOW_INcms","FLOW_OUTcms","EVAPcms","TLOSScms","SED_INtons","SED_OUTtons","SEDCONCmg/L","ORGN_INkg","ORGN_OUTkg","ORGP_INkg","ORGP_OUTkg","NO3_INkg","NO3_OUTkg","NH4_INkg","NH4_OUTkg","NO2_INkg","NO2_OUTkg","MINP_INkg","MINP_OUTkg","CHLA_INkg","CHLA_OUTkg","CBOD_INkg","CBOD_OUTkg","DISOX_INkg","DISOX_OUTkg","SOLPST_INmg","SOLPST_OUTmg","SORPST_INmg","SORPST_OUTmg","REACTPSTmg","VOLPSTmg","SETTLPSTmg","RESUSP_PSTmg","DIFFUSEPSTmg","REACBEDPSTmg","BURYPSTmg","BED_PSTmg","BACTP_OUTct","BACTLP_OUTct","CMETAL#1kg","CMETAL#2kg","CMETAL#3kg","TOTNkg","TOTPkg","NO3ConcMg/l","WTMPdegc","Watershed","Scenario"
5,0.00205634814814815,0.00203263333333333,3.91118518518519e-07,0,1.45626740740741,1.45596703703704,3.25117777777778,7.30197037037037,7.29593703703704,5.2330962962963,5.22748148148148,232.637037037037,231.633333333333,0,0.00305907407407407,0,0,10.863,10.8470740740741,0.597140740740741,0.573655555555556,254.481481481481,253.961851851852,650.981481481482,558.603703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.925925925926,16.0728518518519,0,0,"WE38","Calibrated_txtinout_Scenario02"
6,0.136988148148148,0.133431111111111,0.000152114814814815,0,182.527777777778,182.078518518519,9.11540740740741,841.207407407407,836.885185185185,587.633333333333,583.108148148148,17607.7777777778,17337.7777777778,0.0574974074074074,0.164658148148148,7.5888037037037e-06,4.2574037037037e-05,734.907407407407,732.355555555556,69.9566666666667,54.8544444444444,40340.1851851852,39625.3703703704,41061.8518518519,28780.7407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18174.8148148148,1315.54814814815,0,0,"WE38","Calibrated_txtinout_Scenario02"
1,0.00673318181818182,0.00672654545454545,8.62763636363636e-07,0,9.10454545454546,9.10109090909091,22.3827272727273,22.8394545454545,22.8375454545455,17.9986363636364,17.9917272727273,917.236363636364,916.918181818182,0.03912,0.04668,2.95643636363636e-06,4.51309090909091e-06,37.2609090909091,37.2572727272727,3.252,3.15327272727273,1031.73636363636,1030.24545454545,1856.54545454545,1832.18181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.872727272727,55.2490909090909,0,0,"WE38","Calibrated_txtinout_Scenario03"
2,0.00635136363636364,0.006312,2.56718181818182e-06,0,8.86354545454545,8.91690909090909,23.4754545454545,22.2097272727273,22.1868181818182,17.5611818181818,17.5219090909091,852.554545454545,850.445454545455,0.0167645454545455,0.03912,0,2.95643636363636e-06,34.7854545454545,34.7409090909091,3.19,2.87818181818182,1013.73636363636,1008.99090909091,1814.09090909091,1720.09090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.6,52.2618181818182,0,0,"WE38","Calibrated_txtinout_Scenario03"
3,0.00478518181818182,0.00477554545454545,1.07068181818182e-06,0,6.074,6.06981818181818,19.4981818181818,17.3786363636364,17.3739090909091,13.5176363636364,13.5060909090909,645.718181818182,645.154545454545,0.00769454545454545,0.0167645454545455,0,0,28.3772727272727,28.3681818181818,2.77818181818182,2.62881818181818,782.581818181818,780.936363636364,1344.97272727273,1301.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.536363636364,41.8727272727273,0,0,"WE38","Calibrated_txtinout_Scenario03"
4,0.00406263636363636,0.003933,9.73527272727273e-07,0,4.96854545454545,4.91872727272727,18.11,13.8476363636364,13.7767272727273,10.9114545454545,10.8280909090909,531.045454545455,524.481818181818,0,0.00769454545454545,0,0,22.3807272727273,22.226,2.274,2.13754545454545,606.072727272727,603.5,1298.18181818182,1078.38181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.245454545455,33.0554545454545,0,0,"WE38","Calibrated_txtinout_Scenario03"
5,0.00199718181818182,0.00197290909090909,3.84581818181818e-07,0,0.785563636363636,0.7854,2.962,4.2055,4.20264545454545,3.03819090909091,3.03457272727273,287.263636363636,286.2,0,0.00244881818181818,0,0,6.62345454545455,6.613,0.5057,0.484636363636364,157.691818181818,157.297272727273,651.190909090909,568.190909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.409090909091,9.64754545454545,0,0,"WE38","Calibrated_txtinout_Scenario03"
6,0.132086363636364,0.128376363636364,0.000150136363636364,0,135.754545454545,135.331818181818,8.55254545454545,590.809090909091,587.727272727273,430.181818181818,426.554545454545,20986.3636363636,20741.8181818182,0.0491281818181818,0.139287272727273,4.51309090909091e-06,1.81442727272727e-05,491.609090909091,489.881818181818,58.3345454545455,44.7818181818182,33002.7272727273,32391.8181818182,40705.4545454545,29346.3636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21330,916.454545454545,0,0,"WE38","Calibrated_txtinout_Scenario03"
1,0.00674209090909091,0.00673509090909091,8.629e-07,0,8.87681818181818,8.87336363636364,21.5645454545455,11.8774545454545,11.8766363636364,14.7627272727273,14.7559090909091,651.727272727273,651.536363636364,0.0298118181818182,0.0355627272727273,2.4694e-06,3.91371818181818e-06,22.0754545454545,22.0748181818182,2.27936363636364,2.20881818181818,1001.26363636364,999.954545454545,1861.63636363636,1837.36363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.372727272727,36.83,0,0,"WE38","Calibrated_txtinout_Scenario04"
2,0.00635936363636364,0.00632036363636364,2.56763636363636e-06,0,8.65245454545455,8.695,22.6590909090909,11.5782727272727,11.569,14.4202727272727,14.384,611.527272727273,610.036363636364,0.0128236363636364,0.0298118181818182,0,2.4694e-06,20.5899090909091,20.5670909090909,2.25363636363636,2.02680909090909,983.827272727273,979.345454545455,1818.54545454545,1724.72727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.618181818182,34.9527272727273,0,0,"WE38","Calibrated_txtinout_Scenario04"
3,0.00479163636363636,0.00478227272727273,1.07091818181818e-06,0,5.90554545454545,5.90127272727273,18.8645454545455,8.97090909090909,8.96954545454545,11.0244545454545,11.0143636363636,460.636363636364,460.245454545455,0.005871,0.0128236363636364,0,0,16.663,16.6602727272727,1.98927272727273,1.87877272727273,757.9,756.209090909091,1348.35454545455,1305.45454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.227272727273,27.6736363636364,0,0,"WE38","Calibrated_txtinout_Scenario04"
4,0.004067,0.00393781818181818,9.73590909090909e-07,0,4.83409090909091,4.78436363636364,17.7663636363636,7.22354545454545,7.183,8.94027272727273,8.86509090909091,396.3,391.318181818182,0,0.005871,0,0,13.3330909090909,13.2423636363636,1.67961818181818,1.57371818181818,585.572727272727,583.118181818182,1299.58181818182,1081.38181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.5,22.1072727272727,0,0,"WE38","Calibrated_txtinout_Scenario04"
5,0.002,0.00197572727272727,3.84663636363636e-07,0,0.747172727272727,0.746890909090909,2.80971818181818,2.00879090909091,2.00818181818182,2.39269090909091,2.38952727272727,196.363636363636,195.590909090909,0,0.00190518181818182,0,0,3.86509090909091,3.85909090909091,0.376681818181818,0.360481818181818,153.997272727273,153.617272727273,652.136363636364,570.554545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.590909090909,6.24872727272727,0,0,"WE38","Calibrated_txtinout_Scenario04"
6,0.132193636363636,0.128478181818182,0.000150136363636364,0,129.886363636364,129.484545454545,8.23727272727273,304.018181818182,302.754545454545,342.943636363636,340.008181818182,17400,17205.4545454545,0.03747,0.104715454545455,3.91371818181818e-06,1.11367272727273e-05,299.781818181818,299.018181818182,43.2636363636364,32.6,32093.8181818182,31500.1818181818,40742.7272727273,29420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17510,638.972727272727,0,0,"WE38","Calibrated_txtinout_Scenario04"
1,0.00674254545454545,0.00673590909090909,8.62909090909091e-07,0,8.873,8.86963636363636,21.5536363636364,14.636,14.6342727272727,16.0229090909091,16.0150909090909,879.090909090909,878.781818181818,0.0320636363636364,0.0382572727272727,2.54967272727273e-06,3.93406363636364e-06,26.9781818181818,26.9763636363636,2.62072727272727,2.53909090909091,1000.76363636364,999.409090909091,1861.90909090909,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.354545454545,42.9909090909091,0,0,"WE38","Calibrated_txtinout_Scenario05"
2,0.00636009090909091,0.00632090909090909,2.56763636363636e-06,0,8.64963636363636,8.69309090909091,22.6454545454545,14.2471818181818,14.2334545454545,15.6412727272727,15.6036363636364,818.027272727273,815.972727272727,0.0137672727272727,0.0320636363636364,0,2.54967272727273e-06,25.1761818181818,25.1462727272727,2.579,2.32009090909091,983.290909090909,978.909090909091,1818.72727272727,1725.09090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.227272727273,40.75,0,0,"WE38","Calibrated_txtinout_Scenario05"
3,0.00479218181818182,0.00478272727272727,1.07091818181818e-06,0,5.90372727272727,5.89945454545455,18.8527272727273,11.0449090909091,11.0426363636364,11.9888181818182,11.9785454545455,618.463636363636,617.927272727273,0.00630472727272727,0.0137672727272727,0,0,20.4401818181818,20.4355454545455,2.26172727272727,2.13663636363636,757.581818181818,755.9,1348.63636363636,1305.64545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.027272727273,32.4136363636364,0,0,"WE38","Calibrated_txtinout_Scenario05"
4,0.00406718181818182,0.003938,9.73590909090909e-07,0,4.83281818181818,4.78309090909091,17.76,8.82563636363636,8.77736363636364,9.69463636363636,9.61572727272727,511.018181818182,504.727272727273,0,0.00630472727272727,0,0,16.2297272727273,16.12,1.87836363636364,1.76144545454545,585.327272727273,582.863636363636,1299.58181818182,1081.47272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.5,25.7368181818182,0,0,"WE38","Calibrated_txtinout_Scenario05"
5,0.00200018181818182,0.00197609090909091,3.84672727272727e-07,0,0.746409090909091,0.746218181818182,2.80570909090909,2.64912727272727,2.64798181818182,2.65896363636364,2.65562727272727,277.709090909091,276.672727272727,0,0.00205481818181818,0,0,4.77990909090909,4.77190909090909,0.421236363636364,0.403290909090909,153.887272727273,153.506363636364,652.263636363636,570.690909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.336363636364,7.42763636363636,0,0,"WE38","Calibrated_txtinout_Scenario05"
6,0.132223636363636,0.128499090909091,0.000150136363636364,0,129.842727272727,129.422727272727,8.23181818181818,377.1,375.427272727273,376.436363636364,373.218181818182,20514.5454545455,20278.1818181818,0.0403136363636364,0.113150909090909,3.93406363636364e-06,1.24685454545455e-05,360.4,359.390909090909,48.0927272727273,36.4427272727273,32080.0909090909,31486.5454545455,40746.3636363636,29423.6363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20652.7272727273,732.6,0,0,"WE38","Calibrated_txtinout_Scenario05"
1,0.00673409090909091,0.00672745454545455,8.62763636363636e-07,0,8.96663636363636,8.96381818181818,21.91,17.1313636363636,17.1293636363636,16.1981818181818,16.1913636363636,858.236363636364,858,0.0330927272727273,0.0395,2.4938e-06,3.93585454545455e-06,26.2202727272727,26.2176363636364,2.61672727272727,2.53881818181818,1024.44545454545,1023.16363636364,1854.36363636364,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.2,42.4118181818182,0,0,"WE38","Calibrated_txtinout_Scenario06"
2,0.00635209090909091,0.00631318181818182,2.56727272727273e-06,0,8.73272727272727,8.78245454545455,22.9890909090909,16.6601818181818,16.6476363636364,15.8096363636364,15.7756363636364,799.5,797.572727272727,0.0141818181818182,0.0330927272727273,0,2.4938e-06,24.4785454545455,24.4531818181818,2.58263636363636,2.33427272727273,1006.41818181818,1001.87272727273,1812.18181818182,1717.72727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.3,40.2281818181818,0,0,"WE38","Calibrated_txtinout_Scenario06"
3,0.00478609090909091,0.00477654545454545,1.07048181818182e-06,0,5.96736363636364,5.96309090909091,19.0572727272727,12.8933636363636,12.8901818181818,12.114,12.1036363636364,604.490909090909,604.054545454545,0.00649518181818182,0.0141818181818182,0,0,19.8376363636364,19.8330909090909,2.261,2.141,775.336363636364,773.6,1342.91818181818,1299.81818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.890909090909,31.9363636363636,0,0,"WE38","Calibrated_txtinout_Scenario06"
4,0.004063,0.00393363636363636,9.73454545454545e-07,0,4.88090909090909,4.83118181818182,17.9081818181818,10.2164545454545,10.1722727272727,9.78527272727273,9.70681818181818,501.263636363636,495.281818181818,0,0.00649518181818182,0,0,15.7787272727273,15.6790909090909,1.89139090909091,1.77709090909091,599.072727272727,596.509090909091,1297.26363636364,1076.77272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.463636363636,25.3860909090909,0,0,"WE38","Calibrated_txtinout_Scenario06"
5,0.00199727272727273,0.00197327272727273,3.84590909090909e-07,0,0.767472727272727,0.767272727272727,2.90381818181818,3.3142,3.31305454545455,2.71648181818182,2.71335454545455,270.418181818182,269.490909090909,0,0.00215509090909091,0,0,4.74081818181818,4.73454545454545,0.4375,0.419636363636364,159.243636363636,158.861818181818,650.963636363636,568.318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.790909090909,7.44790909090909,0,0,"WE38","Calibrated_txtinout_Scenario06"
6,0.132103636363636,0.128377272727273,0.000150136363636364,0,132.229090909091,131.799090909091,8.40981818181818,443.145454545455,441.518181818182,380.709090909091,377.554545454545,20240.9090909091,20015.4545454545,0.0416527272727273,0.117212727272727,3.93585454545455e-06,1.1968e-05,352.709090909091,351.9,49.4472727272727,37.8909090909091,32835.4545454545,32231.5454545455,40691.8181818182,29282.7272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20458.1818181818,729.509090909091,0,0,"WE38","Calibrated_txtinout_Scenario06"
1,0.00670772727272727,0.00670090909090909,8.62327272727273e-07,0,6.83327272727273,6.82945454545455,18.0209090909091,12.3978181818182,12.3978181818182,8.96454545454545,8.95963636363636,918.790909090909,918.454545454545,0.0310554545454545,0.0370381818181818,2.77205454545455e-06,4.34754545454545e-06,47.2345454545455,47.23,3.75436363636364,3.64854545454545,537.809090909091,536.918181818182,1995.54545454545,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930.927272727273,56.1936363636364,0,0,"WE38","Calibrated_txtinout_Scenario10"
2,0.00632763636363636,0.00628836363636364,2.56636363636364e-06,0,6.74418181818182,6.72127272727273,19.0827272727273,12.0995454545455,12.0881818181818,8.80790909090909,8.77781818181818,854.736363636364,852.663636363636,0.01336,0.0310554545454545,0,2.77205454545455e-06,44.2254545454545,44.1818181818182,3.674,3.34136363636364,532.781818181818,529.927272727273,1932,1856.63636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.809090909091,52.9618181818182,0,0,"WE38","Calibrated_txtinout_Scenario10"
3,0.00476672727272727,0.00475727272727273,1.06982727272727e-06,0,4.42354545454545,4.41918181818182,15.9127272727273,9.393,9.39272727272727,6.615,6.60718181818182,648.063636363636,647.572727272727,0.00611518181818182,0.01336,0,0,36.1127272727273,36.1018181818182,3.19545454545455,3.03690909090909,404.215454545455,403.158181818182,1453.12727272727,1412.65454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.954545454545,42.7090909090909,0,0,"WE38","Calibrated_txtinout_Scenario10"
4,0.00404909090909091,0.00391990909090909,9.73072727272727e-07,0,3.69027272727273,3.64090909090909,15.1327272727273,7.59654545454545,7.53918181818182,5.52054545454545,5.44390909090909,532.8,526.527272727273,0,0.00611518181818182,0,0,28.32,28.1836363636364,2.60545454545455,2.46070909090909,306.604545454545,304.694545454545,1331.09090909091,1178.13636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.063636363636,33.6281818181818,0,0,"WE38","Calibrated_txtinout_Scenario10"
5,0.00198790909090909,0.00196390909090909,3.844e-07,0,0.296829090909091,0.296601818181818,1.09288181818182,2.15993636363636,2.15845454545455,1.15626363636364,1.15382727272727,284.318181818182,283.327272727273,0,0.00197718181818182,0,0,8.75481818181818,8.74545454545455,0.589681818181818,0.566818181818182,58.1330909090909,57.9460909090909,659.109090909091,612.372727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.490909090909,9.89890909090909,0,0,"WE38","Calibrated_txtinout_Scenario10"
6,0.131753636363636,0.128028181818182,0.000150136363636364,0,76.1354545454546,75.7145454545455,5.484,333.97,332.208181818182,198.682727272727,196.105454545455,21007.2727272727,20772.7272727273,0.0390154545454545,0.109117272727273,4.34754545454545e-06,1.44515454545455e-05,626.418181818182,624.409090909091,62.5354545454545,48.67,17839.9090909091,17442.0909090909,41297.2727272727,32696.3636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21105.4545454545,820.545454545455,0,0,"WE38","Calibrated_txtinout_Scenario10"
